armagnac,armagnac,brandy,"Brandy, consumption mix",0.67142445
cocoa-powder-processed-with-alkali,cocoa-powder-processed-with-alkali,cocoa powder,"Cocoa powder, at plant",0.7976223
mandarin,mandarin,orange,"Orange, peeled, at processing",0.501809
lettuce,lettuce,lettuce,"Lettuce, peeled, at processing",1.0000001
carob-seeds,carob-seeds,sesame seed,"Sesame seed, consumption mix",0.7289093
humectant,humectant,complexing alkaline detergent,"Complexing alkaline detergent, for the meat industry, at plant",0.4121394
hop-extract,hop-extract,extraction of sugar from sugarcane,"Extraction of sugar from sugarcane, processing",0.44894266
vegetable-broth,vegetable-broth,broth,"Broth, stock or bouillon, poultry (reconstituted with water at consumer), at plant",0.8436848
sour-cream,sour-cream,cream,"Cream, light, 4 to 8% fat, liquid or thick, from cow milk {RoW}| yogurt production, from cow milk | Cut-off, U - Adapted from Ecoinvent",0.8506357
wheat-semolina,wheat-semolina,wheat flour,"Wheat flour, at industrial mill",0.89443874
e339iii,e339iii,ddgs,"DDGS, from corn, at plant",0.37905073
e1100,e1100,phosphoric acid with 54 p2o5,"Phosphoric acid (with 54% P2O5), at plant (adapted from WFLDB)",0.29382777
coconut-cream,coconut-cream,coconut milk or coconut cream,"Coconut milk or coconut cream, at plant",0.9195039
pea-fiber,pea-fiber,chick peas,"Chick peas, consumption mix",0.5854403
brazil-nut,brazil-nut,cashew nut,"Cashew nut, unshelled, at processing",0.7797172
red-cabbage,red-cabbage,green cabbage,"Green cabbage, peeled, at processing",0.8838176
e953,e953,raticide,"Raticide, at plant",0.32853
e501i,e501i,npk 15 15 15 with 15 n,"NPK (15-15-15) (with 15% N, 15% P2O5, 15% K2O), at plant (adapted from WFLDB)",0.40634045
macadamia-nut,macadamia-nut,cashew nut,"Cashew nut, unshelled, at processing",0.88886887
calcium-caseinate,calcium-caseinate,sodium hydroxide,"Sodium hydroxide, without water, in 50% solution state {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.7032358
cherry-juice,cherry-juice,cherry juice,"Cherry juice, pure juice, consumption mix",0.99999994
brown-flax-seeds,brown-flax-seeds,sesame seed,"Sesame seed, consumption mix",0.73647225
e511,e511,ddgs,"DDGS, from corn, at plant",0.337979
white-rice-flour,white-rice-flour,rice flour,"Rice flour, at industrial mill",0.9156052
spelt-flour,spelt-flour,buckwheat flour,"Buckwheat flour, at industrial mill",0.7898461
seaweed,seaweed,coconut water,"Coconut water, processed, unbottled, at processing",0.5424717
kosher-salt,kosher-salt,salt,Salt,0.83519846
pimiento,pimiento,gruyere cheese,"Gruyere cheese, from cow's milk, at plant",0.5884731
hydrogenated-palm-oil,hydrogenated-palm-oil,palm oil,"Palm oil, refined, consumption mix",0.90900314
e331iii,e331iii,french bean,"French bean, peeled, at processing",0.18990488
e421,e421,phosphoric acid with 54 p2o5,"Phosphoric acid (with 54% P2O5), at plant (adapted from WFLDB)",0.38602653
beans,beans,cocoa beans,"Cocoa beans, sun-dried, production mix, at farm (adapted from WFLDB)",0.8504691
pear-puree,pear-puree,frozen pear puree,"Frozen pear puree, consumption mix",0.90715116
ethoxylated mono- diglycerides,ethoxylated mono- diglycerides,carboxymethyl cellulose,"Carboxymethyl cellulose, powder {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.5468162
thiamine,thiamine,potassium bitartrate,"Potassium bitartrate, at plant",0.5630309
celeriac,celeriac,celeriac,"Celeriac, peeled, at processing",1.0000001
avocado,avocado,avocado,"Avocado, peeled and pitted, at processing",1.0
powdered-almonds,powdered-almonds,walnuts,"Walnuts, unshelled, at processing",0.700355
wheat-glucose-syrup,wheat-glucose-syrup,corn glucose syrup,"Corn glucose syrup, at plant (adapted from WFLDB)",0.93837374
natural-mint-flavouring,natural-mint-flavouring,mint,"Mint, peeled, at processing",0.68757516
chicken breast with rib meat,chicken breast with rib meat,meat with bone,"Meat with bone, chicken, for processing",0.8294217
emulsifying-salts,emulsifying-salts,complexing alkaline detergent,"Complexing alkaline detergent, for the meat industry, at plant",0.6292864
e519,e519,metal working,"Metal working, average for steel product manufacturing {RoW}| processing | Cut-off, S - Copied from Ecoinvent",0.2547073
inositol,inositol,glutamate,Glutamate,0.56779695
retinyl-acetate,retinyl-acetate,carboxymethyl cellulose,"Carboxymethyl cellulose, powder {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.5572415
hydrogenated-coconut-oil,hydrogenated-coconut-oil,coconut oil,"Coconut oil, refined {PH}| coconut oil refinery operation | Cut-off, U - Adapted from Ecoinvent",0.92362976
redcurrant,redcurrant,currant,"Currant, peeled, at processing",0.722093
confectioners glaze,confectioners glaze,glazing,"Glazing, double, U<1.1 W/m2K {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.4895178
e635,e635,frozen apricot puree,"Frozen apricot puree, consumption mix",0.19603422
lemon-zest,lemon-zest,lemon,"Lemon, peeled, at processing",0.8747606
e221,e221,raticide,"Raticide, at plant",0.2469926
e504i,e504i,ammonia with 100 nh3,"Ammonia (with 100% NH3), steam reforming process, at plant (adapted from WFLDB)/UN-SEASIA U",0.41307667
fructose-syrup,fructose-syrup,corn glucose syrup,"Corn glucose syrup, at plant (adapted from WFLDB)",0.8765959
orange-essential-oil,orange-essential-oil,olive oil,"Olive oil, at plant",0.7425957
spinach-powder,spinach-powder,spinach,"Spinach, peeled, at processing",0.8054403
barley-flakes,barley-flakes,oatmeal flakes,"Oatmeal flakes, at plant",0.7909023
chromium-chloride,chromium-chloride,potassium chloride,"Potassium chloride, as K2O, at plant (adapted from WFLDB)",0.8244354
stevia,stevia,agave tequilana,"Agave tequilana, at farm",0.5491266
chicory-root,chicory-root,chicory,"Chicory, powder, instant, at plant",0.83922416
stevia extract,stevia extract,sugar beet roots,"Sugar beet roots, conventional, national average, animal feed, at farm gate, production",0.52258825
cheese-powder,cheese-powder,cheese,"Cheese, buche, from goat's milk, at plant",0.80218697
buttermilk-solids,buttermilk-solids,coconut milk,"Coconut milk, at processing",0.6171525
evaporated cane syrup,evaporated cane syrup,syrup,"Syrup, with sugar (to be diluted), at plant",0.7761797
e222,e222,urea with 46 n,"Urea (with 46% N), at plant (adapted from WFLDB)",0.25094667
oligofructose,oligofructose,fructose,"Fructose, production, at plant",0.5618182
elderberry,elderberry,currant,"Currant, peeled, at processing",0.5533869
hot-chili-peppers,hot-chili-peppers,chili,"Chili, peeled, at processing",0.8526774
pomegranate-juice,pomegranate-juice,pomegranate,"Pomegranate, peeled, at processing",0.8826911
barley-malt-syrup,barley-malt-syrup,corn glucose syrup,"Corn glucose syrup, at plant (adapted from WFLDB)",0.7473655
alaska-pollock,alaska-pollock,alaska pollock,"Alaska pollock, fillet, raw, at processing",0.99999994
lovage,lovage,tarragon,"Tarragon, peeled, at processing",0.74580073
flax,flax,flaxseed grain dried,"Flaxseed grain dried, stored and transported, processing",0.67301464
potassium,potassium,potassium chloride,"Potassium chloride, as K2O, at plant (adapted from WFLDB)",0.893019
e501,e501,raticide,"Raticide, at plant",0.24747717
alum,alum,calcium chloride rer soda production,"Calcium chloride {RER}| soda production, solvay process | Cut-off, S - Copied from Ecoinvent",0.376267
sodium-molybdate,sodium-molybdate,sodium chloride,"Sodium chloride, powder {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.88641506
modified-palm-oil,modified-palm-oil,palm oil,"Palm oil, refined, consumption mix",0.86591667
palm vegetable oil,palm vegetable oil,palm oil,"Palm oil, refined, consumption mix",0.9268964
strawberry-juice-concentrate,strawberry-juice-concentrate,frozen concentrated pineapple juice,"Frozen concentrated pineapple juice, consumption mix",0.8157015
milk-mineral-concentrate,milk-mineral-concentrate,concentrated milk,"Concentrated milk, 25% dry matter, whole milk, unsweetened, at dairy (adapted from WFLDB)",0.8004693
tarragon,tarragon,tarragon,"Tarragon, peeled, at processing",1.0
cereal,cereal,dummy breakfast cereals,"[Dummy] Breakfast cereals, corn flakes, sugar iced, fortified with vitamins and chemical elements, at plant",0.73789614
peach-puree,peach-puree,frozen peach puree,"Frozen peach puree, consumption mix",0.91405964
raspberry-juice,raspberry-juice,cherry juice,"Cherry juice, pure juice, consumption mix",0.86913735
concentrated-grape-must,concentrated-grape-must,frozen concentrated orange juice,"Frozen concentrated orange juice, consumption mix",0.6399292
vanilla-powder,vanilla-powder,cocoa powder,"Cocoa powder, at plant",0.8294322
sunflower oil,sunflower oil,sunflower oil,"Sunflower oil, at plant",1.0
vegetable mono- diglycerides,vegetable mono- diglycerides,vegetable fat margarine type,"Vegetable fat (margarine type), 70% fat, unsalted, at plant",0.63949686
dry-roasted-almonds,dry-roasted-almonds,dry sausages,"Dry sausages, pork meat, Dry sausages, industrial production, French production, at plant, 1 kg of dry sausages product (PDi)",0.71366745
e405,e405,escaroles,"Escaroles, peeled, at processing",0.27054352
ferric-diphosphate,ferric-diphosphate,dicalcium phosphate,"Dicalcium phosphate, processing",0.70526284
e930,e930,ddgs,"DDGS, from corn, at plant",0.29299873
chicory,chicory,chicory,"Chicory, powder, instant, at plant",1.0
liquid-sugar,liquid-sugar,sugar,"Sugar, from sugarcane {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.8192371
desiccated-coconut,desiccated-coconut,coconut,"Coconut, consumption mix",0.8426335
e954,e954,escaroles,"Escaroles, peeled, at processing",0.2222909
e141,e141,raticide,"Raticide, at plant",0.17631735
bulgur,bulgur,lentils,"Lentils, consumption mix",0.7183439
cocoa-solids,cocoa-solids,cocoa butter,"Cocoa butter, at plant (adapted from WFLDB)",0.74780023
e1404,e1404,ddgs,"DDGS, from corn, at plant",0.17390141
sour-cherry,sour-cherry,cherry juice,"Cherry juice, pure juice, consumption mix",0.76782435
phylloquinone,phylloquinone,inorganic nitrogen fertiliser,"Inorganic nitrogen fertiliser, as N {RER}| nutrient supply from monoammonium phosphate | Cut-off, S - Copied from Ecoinvent",0.42680138
guava,guava,mango puree,"Mango puree, reconstituted from a concentrate, at plant",0.7061359
cultured nonfat milk,cultured nonfat milk,milk,"Milk, whole, pasteurised, at plant",0.7704535
elderberry-juice-concentrate,elderberry-juice-concentrate,grape juice,"Grape juice, reconstituted from a concentrate, at plant",0.7702504
vegetable-juice,vegetable-juice,tomato juice,"Tomato juice, pure juice, consumption mix",0.85593784
hydrolysed-vegetable-protein,hydrolysed-vegetable-protein,soy protein,"Soy protein, textured, dehydrated, from soy flour, at plant",0.79142135
diced-tomatoes-in-tomato-juice,diced-tomatoes-in-tomato-juice,tomato juice,"Tomato juice, pure juice, consumption mix",0.8603646
green-tea-extract,green-tea-extract,tea,"Tea, dried, consumption mix",0.7863551
e952,e952,fresh ground veal production,"Fresh ground veal production, industrial production, French production mix, at plant, 1 kg of fresh ground veal (PDi)",0.17356694
beef-extract,beef-extract,beef,"Beef, food grade offal, at slaughterhouse (adapted from WFLDB)",0.75564706
fennel-seed,fennel-seed,fennel,"Fennel, peeled, at processing",0.839687
cooking-water,cooking-water,water,"Water, deionised {Europe without Switzerland}| market for water, deionised | Cut-off, S - Copied from Ecoinvent",0.79868466
rice-bran,rice-bran,wheat bran,"Wheat bran, at industrial mill",0.87128556
whole-fresh-eggs,whole-fresh-eggs,whole milk,"Whole milk, pasteurisation, from raw milk, at 72 degrees Celsius for 30 s., French production mix, at plant, 1 kg of pasteurised milk (PGi)",0.72577983
black-carrot,black-carrot,carrot,"Carrot, peeled, at processing",0.78507906
glucose-fructose,glucose-fructose,fructose,"Fructose, production, at plant",0.91033655
basmati-rice,basmati-rice,paddy rice,"Paddy rice, consumption mix",0.8179844
iron-fumarate,iron-fumarate,potassium chloride,"Potassium chloride, as K2O, at plant (adapted from WFLDB)",0.56132954
red-quinoa,red-quinoa,red endive,"Red endive, peeled, at processing",0.7750411
monk fruit extract,monk fruit extract,mixed fruits juice,"Mixed fruits juice, reconstituted from a concentrate, multivitamin, at plant",0.62054986
pepper-extract,pepper-extract,pepper,"Pepper, green, peeled, at processing",0.7975996
barley-flour,barley-flour,wheat flour,"Wheat flour, at industrial mill",0.919389
artichoke,artichoke,asparagus,"Asparagus, peeled, at processing",0.591019
savory,savory,sweet potato,"Sweet potato, consumption mix",0.6450885
espelette-chili-pepper,espelette-chili-pepper,pepper,"Pepper, green, peeled, at processing",0.8608787
e501ii,e501ii,urea with 46 n,"Urea (with 46% N), at plant (adapted from WFLDB)",0.15491404
wholemeal-rye-flour,wholemeal-rye-flour,rye flour,"Rye flour, at industrial mill",0.9464782
e153,e153,transporting from farm to factory,"Transporting from farm to factory, with 2 axle trailer (15 t) for alfalfa, processing",0.2709427
light-cream,light-cream,cream,"Cream, light, 4 to 8% fat, liquid or thick, from cow milk {RoW}| yogurt production, from cow milk | Cut-off, U - Adapted from Ecoinvent",0.80206794
minerals,minerals,mineral water,"Mineral water, PET, at water factory ",0.69150394
e336,e336,ddgs,"DDGS, from corn, at plant",0.39041072
coriander-seed,coriander-seed,sesame seed,"Sesame seed, consumption mix",0.8454604
modified-rice-starch,modified-rice-starch,maize starch,"Maize starch, at farm gate",0.8063797
brewer-s-yeast,brewer-s-yeast,yeast,"Yeast, at plant",0.7253214
peppermint,peppermint,rosemary,"Rosemary, dried, consumption mix",0.6205353
cultured cream,cultured cream,cream,"Cream, light, 4 to 8% fat, liquid or thick, from cow milk {RoW}| yogurt production, from cow milk | Cut-off, U - Adapted from Ecoinvent",0.78473955
white-cabbage,white-cabbage,white cabbage,"White cabbage, peeled, at processing",1.0
calcium stearate,calcium stearate,potassium chloride,"Potassium chloride, as K2O, at plant (adapted from WFLDB)",0.7025739
e442,e442,devatting,"Devatting, from grape pomace before pressing, for red wine in a cooperative cellar, French production mix, at plant, 1 kg of grape pomace before pressing (POUi)",0.20797493
liquorice,liquorice,currant,"Currant, peeled, at processing",0.59178346
e503i,e503i,distillation,"Distillation, piquette, 92 %vol, French production mix, at plant, 1 kg vinasse (POUi)",0.14360058
spirulina-concentrate,spirulina-concentrate,concentrated milk,"Concentrated milk, 25% dry matter, whole milk, unsweetened, at dairy (adapted from WFLDB)",0.58607024
beetroot-juice,beetroot-juice,beetroot juice,"Beetroot juice, pure juice, consumption mix",1.0
e310,e310,ddgs,"DDGS, from corn, at plant",0.33911783
cod,cod,cod,"Cod, fillet, raw, at processing",1.0000001
lupin-bean,lupin-bean,haricot bean,"Haricot bean, consumption mix",0.777539
celery-juice,celery-juice,carrot juice,"Carrot juice, pure juice, consumption mix",0.863818
butternut-squash,butternut-squash,zucchini,"Zucchini, peeled, at processing",0.6820429
turbinado sugar,turbinado sugar,sugar,"Sugar, from sugarcane {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.87979287
salted-butter,salted-butter,butter,"Butter, 82% fat, unsalted, at dairy",0.8425607
e340i,e340i,ddgs,"DDGS, from corn, at plant",0.39851657
pork-rind,pork-rind,pork ham,"Pork ham, raw, at plant",0.7798624
granulated-sugar,granulated-sugar,sugar,"Sugar, from sugarcane {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.8692152
fractionated-palm-oil,fractionated-palm-oil,palm oil,"Palm oil, refined, consumption mix",0.8990211
liquid-whole-egg,liquid-whole-egg,whole milk,"Whole milk, pasteurisation, from raw milk, at 72 degrees Celsius for 30 s., French production mix, at plant, 1 kg of pasteurised milk (PGi)",0.74921334
e905a,e905a,ddgs,"DDGS, from corn, at plant",0.49775955
hydrogenated-vegetable-oil,hydrogenated-vegetable-oil,rapeseed oil,"Rapeseed oil, at plant",0.79803073
grapefruit,grapefruit,grapefruit juice,"Grapefruit juice, pure juice, consumption mix",0.8781842
e492,e492,carboxymethyl cellulose,"Carboxymethyl cellulose, powder {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.14660592
radicchio,radicchio,endive,"Endive, peeled, at processing",0.74711454
high oleic canola oil,high oleic canola oil,rapeseed oil,"Rapeseed oil, at plant",0.82046026
hydrogenated-cottonseed-oil,hydrogenated-cottonseed-oil,cottonseed oil,"Cottonseed oil, crude {GLO}| market for | Cut-off, U - Copied from Ecoinvent",0.92635715
durum-wheat,durum-wheat,durum wheat,"Durum wheat, semolina, at plant",1.0
white-rice,white-rice,white cabbage,"White cabbage, peeled, at processing",0.81195784
pineapple-juice-from-concentrate,pineapple-juice-from-concentrate,frozen concentrated pineapple juice,"Frozen concentrated pineapple juice, consumption mix",0.8245676
raw-milk,raw-milk,milk,"Milk, whole, pasteurised, at plant",0.8234239
d-alpha-tocopheryl-acetate,d-alpha-tocopheryl-acetate,potassium chloride,"Potassium chloride, as K2O, at plant (adapted from WFLDB)",0.5008684
concentrated-carrot-juice,concentrated-carrot-juice,carrot juice,"Carrot juice, pure juice, consumption mix",0.88790184
autolyzed yeast,autolyzed yeast,yeast,"Yeast, at plant",0.8699463
e473,e473,ddgs,"DDGS, from corn, at plant",0.18671499
tahini,tahini,mayonnaise,"Mayonnaise, reduced fat or light mayonnaise, at plant",0.550932
cognac,cognac,brandy,"Brandy, consumption mix",0.75103307
red-lentils,red-lentils,lentils,"Lentils, consumption mix",0.8170138
lemon-powder,lemon-powder,lemon,"Lemon, peeled, at processing",0.79028064
fresh-onions,fresh-onions,onions,"Onions, peeled, at processing",0.7951062
e927a,e927a,ddgs,"DDGS, from corn, at plant",0.22978583
pea-starch,pea-starch,potato starch,"Potato starch, at farm gate",0.84860677
skipjack-tuna,skipjack-tuna,tuna,"Tuna, fillet, raw, at processing",0.8848855
cultured wheat starch,cultured wheat starch,wheat starch,"Wheat starch, from wheat starch extraction, at plant",0.8923064
e131,e131,ammonia with 100 nh3,"Ammonia (with 100% NH3), steam reforming process, at plant (adapted from WFLDB)/UN-SEASIA U",0.23397347
lemon-extract,lemon-extract,lemon,"Lemon, peeled, at processing",0.8055567
unrefined-sea-salt,unrefined-sea-salt,salt,Salt,0.80148774
tree-nut,tree-nut,pine nut,"Pine nut, unshelled, at processing",0.8207206
yellow-onion,yellow-onion,orange,"Orange, peeled, at processing",0.7220598
e263,e263,ddgs,"DDGS, from corn, at plant",0.19003603
natural-garlic-flavouring,natural-garlic-flavouring,garlic,"Garlic, consumption mix",0.7088551
sauce,sauce,curry sauce,"Curry sauce, prepacked, at plant",0.87552446
palm vegetable oils,palm vegetable oils,palm oil,"Palm oil, refined, consumption mix",0.84040445
e307,e307,escaroles,"Escaroles, peeled, at processing",0.4169648
chocolate processed with alkali,chocolate processed with alkali,processed cheese,"Processed cheese, in slices, at plant",0.6795921
coagulating-enzyme,coagulating-enzyme,enzyme production,"Enzyme production, bacterial, at plant",0.6943177
copper-gluconate,copper-gluconate,potassium chloride,"Potassium chloride, as K2O, at plant (adapted from WFLDB)",0.6825543
medium chain triglycerides,medium chain triglycerides,dummy chain conveyor,"[Dummy] Chain conveyor, at plant",0.5491142
fresh-whole-milk,fresh-whole-milk,whole milk,"Whole milk, pasteurisation, from raw milk, at 72 degrees Celsius for 30 s., French production mix, at plant, 1 kg of pasteurised milk (PGi)",0.8953507
onion-extract,onion-extract,onions,"Onions, peeled, at processing",0.61912966
bourbon-vanilla-extract,bourbon-vanilla-extract,vanilla,"Vanilla, consumption mix",0.81981814
xanthan-gum-and-guar-gum,xanthan-gum-and-guar-gum,guar gum,"Guar gum, at plant (adapted from WFLDB)",0.9347143
rose-hip,rose-hip,pear,"Pear, peeled, at processing",0.3641541
natural-spices,natural-spices,natural gas,"Natural gas, high pressure {Europe without Switzerland}| market group for | Cut-off, S - Copied from Ecoinvent",0.6934142
asparagus,asparagus,asparagus,"Asparagus, peeled, at processing",1.0
e579,e579,yeasting,"Yeasting, from must, for white wine in a cooperative cellar, by hand, French production mix, at plant, 1 L of must (POUi)",0.46679956
malt-syrup,malt-syrup,syrup,"Syrup, with sugar (to be diluted), at plant",0.8442271
glazing-agent,glazing-agent,glazing,"Glazing, double, U<1.1 W/m2K {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.777541
rice-semolina,rice-semolina,rice flour,"Rice flour, at industrial mill",0.8927407
e304i,e304i,raticide,"Raticide, at plant",0.27406368
green-onion,green-onion,green cabbage,"Green cabbage, peeled, at processing",0.8475446
star-anise,star-anise,fennel,"Fennel, peeled, at processing",0.46774793
magnesium,magnesium,potassium chloride,"Potassium chloride, as K2O, at plant (adapted from WFLDB)",0.69872004
dl-alpha-tocopheryl-acetate,dl-alpha-tocopheryl-acetate,carboxymethyl cellulose,"Carboxymethyl cellulose, powder {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.51573986
water-chestnut,water-chestnut,chestnut,"Chestnut, peeled, at processing",0.7806673
natural hickory smoke flavor,natural hickory smoke flavor,natural gas,"Natural gas, high pressure {Europe without Switzerland}| market group for | Cut-off, S - Copied from Ecoinvent",0.59303874
sesame-paste,sesame-paste,tomato paste,"Tomato paste, 30 degrees Brix, at plant (adapted from WFLDB)",0.7481694
chia,chia,oat,"Oat, consumption mix",0.5422124
tapioca-maltodextrin,tapioca-maltodextrin,potato starch,"Potato starch, at farm gate",0.6664489
interesterified soybean oil,interesterified soybean oil,soybean oil,"Soybean oil, at plant",0.9217439
hemp-seed,hemp-seed,hemp,"Hemp, grain, Champagne, at farm gate",0.8456952
blonde-cane-sugar,blonde-cane-sugar,brown sugar,"Brown sugar, production, at plant",0.7859416
rice-bran-oil,rice-bran-oil,wheat bran,"Wheat bran, at industrial mill",0.8133065
salad,salad,green salad,"Green salad, peeled, at processing",0.8113621
e554,e554,yeasting,"Yeasting, from must, for white wine in a cooperative cellar, by hand, French production mix, at plant, 1 L of must (POUi)",0.4017722
quinoa-flour,quinoa-flour,rice flour,"Rice flour, at industrial mill",0.86880773
chicken-flavouring,chicken-flavouring,chicken egg,"Chicken egg, raw, without shell, at plant",0.7364317
wheat-syrup,wheat-syrup,corn glucose syrup,"Corn glucose syrup, at plant (adapted from WFLDB)",0.837076
savoy-cabbage,savoy-cabbage,green cabbage,"Green cabbage, peeled, at processing",0.7702597
sundried-tomatoes,sundried-tomatoes,tomato,"Tomato, for processing, peeled, at plant",0.77631414
acerola-juice,acerola-juice,pineapple juice,"Pineapple juice, reconstituted from a concentrate, at plant",0.80559886
green-lentils,green-lentils,lentils,"Lentils, consumption mix",0.82276905
baby-spinach,baby-spinach,spinach,"Spinach, peeled, at processing",0.82446086
cocoa liquor,cocoa liquor,cocoa powder,"Cocoa powder, at plant",0.7481396
acerola,acerola,cherry juice,"Cherry juice, pure juice, consumption mix",0.5091901
garlic-paste,garlic-paste,tomato paste,"Tomato paste, 30 degrees Brix, at plant (adapted from WFLDB)",0.83022296
port,port,bay,"Bay, consumption mix",0.40304342
chestnut,chestnut,chestnut,"Chestnut, peeled, at processing",1.0000001
e304,e304,devatting,"Devatting, from grape pomace before pressing, for red wine in a cooperative cellar, French production mix, at plant, 1 kg of grape pomace before pressing (POUi)",0.35545373
vinegar-powder,vinegar-powder,cocoa powder,"Cocoa powder, at plant",0.7243194
e1442,e1442,yeasting,"Yeasting, from must, for white wine in a cooperative cellar, by hand, French production mix, at plant, 1 L of must (POUi)",0.30172667
goat-cheese,goat-cheese,cheese,"Cheese, buche, from goat's milk, at plant",0.8798971
blue-cheese,blue-cheese,cheese,"Cheese, buche, from goat's milk, at plant",0.82336795
non-gmo-canola-oil,non-gmo-canola-oil,soybean oil,"Soybean oil, at plant",0.7378423
watermelon,watermelon,peach,"Peach, pitted, at processing",0.6878805
sweet cream buttermilk,sweet cream buttermilk,cream,"Cream, light, 4 to 8% fat, liquid or thick, from cow milk {RoW}| yogurt production, from cow milk | Cut-off, U - Adapted from Ecoinvent",0.78348684
broad-bean,broad-bean,broad beans,"Broad beans, consumption mix",0.90510505
zinc-gluconate,zinc-gluconate,potassium chloride,"Potassium chloride, as K2O, at plant (adapted from WFLDB)",0.6967007
almond-flour,almond-flour,oat flour,"Oat flour, at industrial mill",0.8706286
fruit-juice,fruit-juice,pineapple juice,"Pineapple juice, reconstituted from a concentrate, at plant",0.8664326
cultured skim milk,cultured skim milk,skimmed milk,"Skimmed milk, pasteurisation, from raw milk to skimmed milk, at 72 degrees Celsius for 30 s., French production mix, at plant, 1 kg of pasteurised milk (PGi)",0.8425358
natural-lime-flavouring,natural-lime-flavouring,lime,"Lime, hydrated, packed {RoW}| market for lime, hydrated, packed | Cut-off, S - Copied from Ecoinvent",0.7127138
cracked wheat,cracked wheat,wheat bran,"Wheat bran, at industrial mill",0.7116402
bourbon-vanilla,bourbon-vanilla,vanilla,"Vanilla, consumption mix",0.8555129
long-grain-rice,long-grain-rice,maize grain,"Maize grain, consumption mix",0.7660473
syrup,syrup,syrup,"Syrup, with sugar (to be diluted), at plant",1.0
lemon-flavouring,lemon-flavouring,lemon,"Lemon, peeled, at processing",0.8287968
annatto extract color,annatto extract color,combined oil mix of olive oil and seeds oil,"Combined oil (mix of olive oil and seeds oil), at plant",0.5270747
tomato-sauce,tomato-sauce,tomato,"Tomato, for processing, peeled, at plant",0.8727659
natural-raspberry-flavouring,natural-raspberry-flavouring,strawberry,"Strawberry, for processing, peeled, at plant",0.65731156
chocolate-pieces,chocolate-pieces,milk chocolate,"Milk chocolate, at plant",0.6922977
glutinous-rice,glutinous-rice,rice noodle,"Rice noodle, at plant",0.8223693
modified whey,modified whey,whey production,"Whey production, processing",0.5998401
thiamine hydrochloride,thiamine hydrochloride,potassium bitartrate,"Potassium bitartrate, at plant",0.6711421
graham-flour,graham-flour,oat flour,"Oat flour, at industrial mill",0.8139675
arabica-coffee,arabica-coffee,coffee,"Coffee, freeze dried, at plant",0.86794025
lime-oil,lime-oil,coconut oil,"Coconut oil, refined {PH}| coconut oil refinery operation | Cut-off, U - Adapted from Ecoinvent",0.8224072
liquorice-extract,liquorice-extract,beetroot juice,"Beetroot juice, pure juice, consumption mix",0.53640413
gluten-free-oats,gluten-free-oats,oat flour,"Oat flour, at industrial mill",0.63410145
modified cellulose,modified cellulose,carboxymethyl cellulose,"Carboxymethyl cellulose, powder {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.7136097
almond butter,almond butter,butter,"Butter, 82% fat, unsalted, at dairy",0.8709775
e1422,e1422,phosphoric acid with 54 p2o5,"Phosphoric acid (with 54% P2O5), at plant (adapted from WFLDB)",0.152307
lactic-and-aging-ferments,lactic-and-aging-ferments,lactic bacteria production,"Lactic bacteria production, at plant",0.6720693
cassava,cassava,cassava,"Cassava, peeled, at processing",1.0
potato-maltodextrin,potato-maltodextrin,potato starch,"Potato starch, at farm gate",0.8667918
soda,soda,soda ash,"Soda ash, light, crystalline, heptahydrate {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.8289409
wheat-sourdough,wheat-sourdough,wheat flour,"Wheat flour, at industrial mill",0.821466
white mineral oil,white mineral oil,mineral oil,"Mineral oil, at plant",0.8899938
galangal,galangal,ginger,"Ginger, consumption mix",0.5914228
guar,guar,guar gum,"Guar gum, at plant (adapted from WFLDB)",0.8696098
orange-pulp,orange-pulp,orange,"Orange, peeled, at processing",0.8009985
minced-beef,minced-beef,beef,"Beef, food grade offal, at slaughterhouse (adapted from WFLDB)",0.85194504
white-chocolate,white-chocolate,white chocolate,"White chocolate, at plant (adapted from WFLDB)",1.0
whole-wheat-flakes,whole-wheat-flakes,wheat bran,"Wheat bran, at industrial mill",0.7611722
unrefined-sugar,unrefined-sugar,sugar,"Sugar, from sugarcane {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.8281975
fructooligosaccharide,fructooligosaccharide,fructose,"Fructose, production, at plant",0.5005998
e451i,e451i,enzym addition,"Enzym addition, from grape, for white wine in a cooperative cellar, by hand, French production mix, at plant, 1 kg of grape (POUi)",0.20648678
rye-flakes,rye-flakes,rye flour,"Rye flour, at industrial mill",0.77699924
elder,elder,dehydration of corn ddgs,"Dehydration of corn DDGS, processing",0.25954148
tea,tea,tea,"Tea, dried, consumption mix",1.0
vitamin-k,vitamin-k,potassium bitartrate,"Potassium bitartrate, at plant",0.43527913
